UNODC,unodc-dass@un.org,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,23824,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,94551,CTS
GRC,Greece,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,119078,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2012,Counts,1536,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2012,Counts,9112,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2012,Counts,1669,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,33664,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2012,Counts,5010,CTS
HRV,Croatia,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,17248,CTS
HUN,Hungary,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,130299,CTS
IDN,Indonesia,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,25036,CTS
IND,India,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,337407,CTS
IRL,Ireland,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,67954,CTS
IRQ_C,Iraq (Central Iraq),Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,10858,CTS
ISL,Iceland,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,4147,CTS
ITA,Italy,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,1066669,CTS
JOR,Jordan,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,13509,CTS
JPN,Japan,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,546088,CTS/MoI
KAZ,Kazakhstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,178461,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2012,Counts,14111,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,10848,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,290055,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,34426,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,197,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,11704,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,23478,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,9243,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,21341,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,2970,CTS
MAR,Morocco,Africa,Northern Africa,Offences,by type of offence,Theft,Total,Total,2012,Counts,96321,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,14294,CTS
MDG,Madagascar,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2012,Counts,61,CTS
MDV,Maldives,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,6571,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2012,Counts,92659,CTS
MKD,North Macedonia,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,5663,CTS
MLT,Malta,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,8690,CTS
MMR,Myanmar,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,2316,CTS
MNE,Montenegro,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,857,CTS
MNG,Mongolia,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,6266,CTS
NGA,Nigeria,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2012,Counts,22626,CTS
NLD,Netherlands (Kingdom of the),Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,652250,CTS
NOR,Norway,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,133492,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Offences,by type of offence,Theft,Total,Total,2012,Counts,101669,CTS
PAK,Pakistan,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,49148,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2012,Counts,20304,CTS
PER,Peru,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2012,Counts,76111,CTS
PHL,Philippines,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,43606,CTS
POL,Poland,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,230751,CTS
PRI,Puerto Rico,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2012,Counts,30545,CTS
PRT,Portugal,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,118171,CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2012,Counts,36343,CTS
PSE,State of Palestine,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,1946,CTS
ROU,Romania,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,56732,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,992238,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,17462,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2012,Counts,10254,CTS
SRB,Serbia,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,17900,CTS
SVK,Slovakia,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,20837,CTS
SVN,Slovenia,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,33905,CTS
SWE,Sweden,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,379494,CTS
THA,Thailand,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,45183,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2012,Counts,3589,CTS/NGO
TUR,Türkiye,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,208913,CTS
TZA,United Republic of Tanzania,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2012,Counts,537,CTS
UGA,Uganda,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2012,Counts,20649,CTS
URY,Uruguay,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2012,Counts,96827,CTS
USA,United States of America,Americas,Northern America,Offences,by type of offence,Theft,Total,Total,2012,Counts,6168874,CTS/NSO
VAT,Holy See,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,0,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2012,Counts,2103,CTS/NGO
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,16292,CTS
ALB,Albania,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,5255,CTS
AND,Andorra,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,1001,CTS
ARE,United Arab Emirates,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,2385,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,4659,CTS
AUS,Australia,Oceania,Australia and New Zealand,Offences,by type of offence,Theft,Total,Total,2013,Counts,546048,CTS
AUT,Austria,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,154002,CTS
AZE,Azerbaijan,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,5144,CTS
BDI,Burundi,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2013,Counts,679,CTS
BEL,Belgium,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,224109,CTS
BGR,Bulgaria,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,45256,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,6477,CTS
BLR,Belarus,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,46356,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,933,CTS/MoI
BMU,Bermuda,Americas,Northern America,Offences,by type of offence,Theft,Total,Total,2013,Counts,1275,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,1784745,CTS/DATASUS
BRB,Barbados,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,1855,CTS
BTN,Bhutan,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,577,CTS
CAN,Canada,Americas,Northern America,Offences,by type of offence,Theft,Total,Total,2013,Counts,486562,CTS
CHE,Switzerland,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,194561,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,189844,CTS
CMR,Cameroon,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2013,Counts,25027,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,75998,CTS
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2013,Counts,3796,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,32785,CTS
CYP,Cyprus,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,1245,CTS
CZE,Czechia,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,125573,CTS
DEU,Germany,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,1289071,CTS
DNK,Denmark,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,269086,CTS
DZA,Algeria,Africa,Northern Africa,Offences,by type of offence,Theft,Total,Total,2013,Counts,54619,CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,19093,CTS
ESP,Spain,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,163464,CTS
EST,Estonia,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,16465,CTS
FIN,Finland,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,128169,CTS
FRA,France,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,1390001,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,1326649,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,27289,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,101870,CTS
GNB,Guinea-Bissau,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2013,Counts,943,CTS
GRC,Greece,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,103674,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,1281,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,48949,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,2898,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,31598,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,2536,CTS
HRV,Croatia,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,14051,CTS
HUN,Hungary,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,124276,CTS
IDN,Indonesia,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,25593,CTS
IND,India,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,372622,CTS
IRL,Ireland,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,78737,CTS
IRQ_C,Iraq (Central Iraq),Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,10655,CTS
ISL,Iceland,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,4102,CTS
ITA,Italy,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,1099853,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,532,CTS
JPN,Japan,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,497676,CTS/MoI
KAZ,Kazakhstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,210204,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,9975,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,288343,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,32550,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,233,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,11449,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,27952,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,10334,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,20623,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,3006,CTS
MAR,Morocco,Africa,Northern Africa,Offences,by type of offence,Theft,Total,Total,2013,Counts,107824,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,15378,CTS
MDG,Madagascar,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2013,Counts,62,CTS
MDV,Maldives,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,6683,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,314792,CTS
MKD,North Macedonia,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,5530,CTS
MLT,Malta,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,8469,CTS
MMR,Myanmar,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,2704,CTS
MNE,Montenegro,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,739,CTS
MNG,Mongolia,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,7884,CTS
NGA,Nigeria,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2013,Counts,24068,CTS
NLD,Netherlands (Kingdom of the),Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,391946,CTS
NOR,Norway,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,145940,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Offences,by type of offence,Theft,Total,Total,2013,Counts,101814,CTS
PAK,Pakistan,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,45494,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,20587,CTS
PER,Peru,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,83308,CTS
PHL,Philippines,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,124168,CTS
POL,Poland,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,212143,CTS
PRI,Puerto Rico,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,29360,CTS
PRT,Portugal,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,109701,CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,38719,CTS
ROU,Romania,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,57557,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,801911,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,16528,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,9268,CTS
SRB,Serbia,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,30882,CTS
SVK,Slovakia,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,20708,CTS
SVN,Slovenia,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,34942,CTS
SWE,Sweden,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,410762,CTS
THA,Thailand,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,43654,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,2603,CTS/NGO
TUR,Türkiye,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,234474,CTS
TZA,United Republic of Tanzania,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2013,Counts,885,CTS
UGA,Uganda,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2013,Counts,18146,CTS
URY,Uruguay,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2013,Counts,97465,CTS
USA,United States of America,Americas,Northern America,Offences,by type of offence,Theft,Total,Total,2013,Counts,6019500,CTS/NSO
VAT,Holy See,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,0,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,16962,CTS
ALB,Albania,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,7961,CTS
AND,Andorra,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,936,CTS
ARE,United Arab Emirates,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,6541,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2014,Counts,287063,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,4620,CTS
AUS,Australia,Oceania,Australia and New Zealand,Offences,by type of offence,Theft,Total,Total,2014,Counts,535556,CTS
AUT,Austria,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,148263,CTS
AZE,Azerbaijan,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,5861,CTS
BDI,Burundi,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2014,Counts,807,CTS
BEL,Belgium,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,208443,CTS
BGR,Bulgaria,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,41246,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,5931,CTS
BLR,Belarus,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,40528,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2014,Counts,826,CTS/MoI
BMU,Bermuda,Americas,Northern America,Offences,by type of offence,Theft,Total,Total,2014,Counts,1466,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2014,Counts,1958,CTS
BTN,Bhutan,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,532,CTS
BWA,Botswana,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2014,Counts,29656,CTS
CAN,Canada,Americas,Northern America,Offences,by type of offence,Theft,Total,Total,2014,Counts,487161,CTS
CHE,Switzerland,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,171872,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2014,Counts,193914,CTS
CMR,Cameroon,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2014,Counts,25270,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2014,Counts,74111,CTS
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2014,Counts,3996,CTS
CYP,Cyprus,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,966,CTS
CZE,Czechia,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,103708,CTS
DEU,Germany,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,1322144,CTS
DNK,Denmark,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,250773,CTS
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2014,Counts,801,CTS
DZA,Algeria,Africa,Northern Africa,Offences,by type of offence,Theft,Total,Total,2014,Counts,46695,CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2014,Counts,24300,CTS
ESP,Spain,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,155253,CTS
EST,Estonia,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,15738,CTS
FIN,Finland,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,127342,CTS
FRA,France,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,1429398,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,1267915,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,26831,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,95021,CTS
GEO,Georgia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,9558,CTS
GNB,Guinea-Bissau,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2014,Counts,997,CTS
GRC,Greece,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,94082,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2014,Counts,1348,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2014,Counts,45476,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2014,Counts,3001,CTS
HRV,Croatia,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,12043,CTS
HUN,Hungary,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,106939,CTS
IDN,Indonesia,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,24538,CTS
IRL,Ireland,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,77697,CTS
IRQ_C,Iraq (Central Iraq),Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,10456,CTS
ISL,Iceland,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,3670,CTS
ITA,Italy,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,1121757,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2014,Counts,447,CTS
JPN,Japan,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,451648,CTS/MoI
KAZ,Kazakhstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,207002,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2014,Counts,1239,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,9029,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,266222,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,28411,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,214,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,10980,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,27895,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,10259,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,20578,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,2703,CTS
MCO,Monaco,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,605,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,16729,CTS
MDG,Madagascar,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2014,Counts,195,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2014,Counts,314337,CTS
MKD,North Macedonia,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,4983,CTS
MLT,Malta,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,8198,CTS
